candidate_id,candidate_type,mean_label,arch_mean,arch_lags,arima_p,arima_q,volatility_label,arch_vol,p,o,q,distribution,volatility_group,is_asymmetric,is_heavy_tail,stage,failure_reason,error_type,error_message,metadata
direct_ar_2_arch_3_skewt,direct_arch,AR(2),AR,2,,,ARCH(3),ARCH,3,0,0,skewt,ARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""ARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_arch_3_skewt"", ""candidate_type"": ""direct_arch"", ""distribution"": ""skewt"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 3, ""q"": 0, ""volatility_group"": ""ARCH"", ""volatility_label"": ""ARCH(3)""}"
direct_ar_2_arch_3_ged,direct_arch,AR(2),AR,2,,,ARCH(3),ARCH,3,0,0,ged,ARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""ARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_arch_3_ged"", ""candidate_type"": ""direct_arch"", ""distribution"": ""ged"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 3, ""q"": 0, ""volatility_group"": ""ARCH"", ""volatility_label"": ""ARCH(3)""}"
direct_ar_2_arch_5_normal,direct_arch,AR(2),AR,2,,,ARCH(5),ARCH,5,0,0,normal,ARCH,False,False,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""ARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_arch_5_normal"", ""candidate_type"": ""direct_arch"", ""distribution"": ""normal"", ""is_asymmetric"": false, ""is_heavy_tail"": false, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 5, ""q"": 0, ""volatility_group"": ""ARCH"", ""volatility_label"": ""ARCH(5)""}"
direct_ar_2_arch_5_t,direct_arch,AR(2),AR,2,,,ARCH(5),ARCH,5,0,0,t,ARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""ARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_arch_5_t"", ""candidate_type"": ""direct_arch"", ""distribution"": ""t"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 5, ""q"": 0, ""volatility_group"": ""ARCH"", ""volatility_label"": ""ARCH(5)""}"
direct_ar_2_arch_5_skewt,direct_arch,AR(2),AR,2,,,ARCH(5),ARCH,5,0,0,skewt,ARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""ARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_arch_5_skewt"", ""candidate_type"": ""direct_arch"", ""distribution"": ""skewt"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 5, ""q"": 0, ""volatility_group"": ""ARCH"", ""volatility_label"": ""ARCH(5)""}"
direct_ar_2_arch_5_ged,direct_arch,AR(2),AR,2,,,ARCH(5),ARCH,5,0,0,ged,ARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""ARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_arch_5_ged"", ""candidate_type"": ""direct_arch"", ""distribution"": ""ged"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 5, ""q"": 0, ""volatility_group"": ""ARCH"", ""volatility_label"": ""ARCH(5)""}"
direct_ar_2_garch_1_1_normal,direct_arch,AR(2),AR,2,,,"GARCH(1,1)",GARCH,1,0,1,normal,GARCH,False,False,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_1_1_normal"", ""candidate_type"": ""direct_arch"", ""distribution"": ""normal"", ""is_asymmetric"": false, ""is_heavy_tail"": false, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 1, ""q"": 1, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(1,1)""}"
direct_ar_2_garch_1_1_t,direct_arch,AR(2),AR,2,,,"GARCH(1,1)",GARCH,1,0,1,t,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_1_1_t"", ""candidate_type"": ""direct_arch"", ""distribution"": ""t"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 1, ""q"": 1, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(1,1)""}"
direct_ar_2_garch_1_1_skewt,direct_arch,AR(2),AR,2,,,"GARCH(1,1)",GARCH,1,0,1,skewt,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_1_1_skewt"", ""candidate_type"": ""direct_arch"", ""distribution"": ""skewt"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 1, ""q"": 1, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(1,1)""}"
direct_ar_2_garch_1_1_ged,direct_arch,AR(2),AR,2,,,"GARCH(1,1)",GARCH,1,0,1,ged,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_1_1_ged"", ""candidate_type"": ""direct_arch"", ""distribution"": ""ged"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 1, ""q"": 1, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(1,1)""}"
direct_ar_2_garch_1_2_normal,direct_arch,AR(2),AR,2,,,"GARCH(1,2)",GARCH,1,0,2,normal,GARCH,False,False,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_1_2_normal"", ""candidate_type"": ""direct_arch"", ""distribution"": ""normal"", ""is_asymmetric"": false, ""is_heavy_tail"": false, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 1, ""q"": 2, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(1,2)""}"
direct_ar_2_garch_1_2_t,direct_arch,AR(2),AR,2,,,"GARCH(1,2)",GARCH,1,0,2,t,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_1_2_t"", ""candidate_type"": ""direct_arch"", ""distribution"": ""t"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 1, ""q"": 2, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(1,2)""}"
direct_ar_2_garch_1_2_skewt,direct_arch,AR(2),AR,2,,,"GARCH(1,2)",GARCH,1,0,2,skewt,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_1_2_skewt"", ""candidate_type"": ""direct_arch"", ""distribution"": ""skewt"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 1, ""q"": 2, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(1,2)""}"
direct_ar_2_garch_1_2_ged,direct_arch,AR(2),AR,2,,,"GARCH(1,2)",GARCH,1,0,2,ged,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_1_2_ged"", ""candidate_type"": ""direct_arch"", ""distribution"": ""ged"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 1, ""q"": 2, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(1,2)""}"
direct_ar_2_garch_1_3_normal,direct_arch,AR(2),AR,2,,,"GARCH(1,3)",GARCH,1,0,3,normal,GARCH,False,False,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_1_3_normal"", ""candidate_type"": ""direct_arch"", ""distribution"": ""normal"", ""is_asymmetric"": false, ""is_heavy_tail"": false, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 1, ""q"": 3, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(1,3)""}"
direct_ar_2_garch_1_3_t,direct_arch,AR(2),AR,2,,,"GARCH(1,3)",GARCH,1,0,3,t,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_1_3_t"", ""candidate_type"": ""direct_arch"", ""distribution"": ""t"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 1, ""q"": 3, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(1,3)""}"
direct_ar_2_garch_1_3_skewt,direct_arch,AR(2),AR,2,,,"GARCH(1,3)",GARCH,1,0,3,skewt,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_1_3_skewt"", ""candidate_type"": ""direct_arch"", ""distribution"": ""skewt"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 1, ""q"": 3, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(1,3)""}"
direct_ar_2_garch_1_3_ged,direct_arch,AR(2),AR,2,,,"GARCH(1,3)",GARCH,1,0,3,ged,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_1_3_ged"", ""candidate_type"": ""direct_arch"", ""distribution"": ""ged"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 1, ""q"": 3, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(1,3)""}"
direct_ar_2_garch_2_1_normal,direct_arch,AR(2),AR,2,,,"GARCH(2,1)",GARCH,2,0,1,normal,GARCH,False,False,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_2_1_normal"", ""candidate_type"": ""direct_arch"", ""distribution"": ""normal"", ""is_asymmetric"": false, ""is_heavy_tail"": false, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 2, ""q"": 1, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(2,1)""}"
direct_ar_2_garch_2_1_t,direct_arch,AR(2),AR,2,,,"GARCH(2,1)",GARCH,2,0,1,t,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_2_1_t"", ""candidate_type"": ""direct_arch"", ""distribution"": ""t"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 2, ""q"": 1, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(2,1)""}"
direct_ar_2_garch_2_1_skewt,direct_arch,AR(2),AR,2,,,"GARCH(2,1)",GARCH,2,0,1,skewt,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_2_1_skewt"", ""candidate_type"": ""direct_arch"", ""distribution"": ""skewt"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 2, ""q"": 1, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(2,1)""}"
direct_ar_2_garch_2_1_ged,direct_arch,AR(2),AR,2,,,"GARCH(2,1)",GARCH,2,0,1,ged,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_2_1_ged"", ""candidate_type"": ""direct_arch"", ""distribution"": ""ged"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 2, ""q"": 1, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(2,1)""}"
direct_ar_2_garch_2_2_normal,direct_arch,AR(2),AR,2,,,"GARCH(2,2)",GARCH,2,0,2,normal,GARCH,False,False,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_2_2_normal"", ""candidate_type"": ""direct_arch"", ""distribution"": ""normal"", ""is_asymmetric"": false, ""is_heavy_tail"": false, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 2, ""q"": 2, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(2,2)""}"
direct_ar_2_garch_2_2_t,direct_arch,AR(2),AR,2,,,"GARCH(2,2)",GARCH,2,0,2,t,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_2_2_t"", ""candidate_type"": ""direct_arch"", ""distribution"": ""t"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 2, ""q"": 2, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(2,2)""}"
direct_ar_2_garch_2_2_skewt,direct_arch,AR(2),AR,2,,,"GARCH(2,2)",GARCH,2,0,2,skewt,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_2_2_skewt"", ""candidate_type"": ""direct_arch"", ""distribution"": ""skewt"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 2, ""q"": 2, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(2,2)""}"
direct_ar_2_garch_2_2_ged,direct_arch,AR(2),AR,2,,,"GARCH(2,2)",GARCH,2,0,2,ged,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_2_2_ged"", ""candidate_type"": ""direct_arch"", ""distribution"": ""ged"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 2, ""q"": 2, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(2,2)""}"
direct_ar_2_garch_2_3_normal,direct_arch,AR(2),AR,2,,,"GARCH(2,3)",GARCH,2,0,3,normal,GARCH,False,False,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_2_3_normal"", ""candidate_type"": ""direct_arch"", ""distribution"": ""normal"", ""is_asymmetric"": false, ""is_heavy_tail"": false, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 2, ""q"": 3, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(2,3)""}"
direct_ar_2_garch_2_3_t,direct_arch,AR(2),AR,2,,,"GARCH(2,3)",GARCH,2,0,3,t,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_2_3_t"", ""candidate_type"": ""direct_arch"", ""distribution"": ""t"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 2, ""q"": 3, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(2,3)""}"
direct_ar_2_garch_2_3_skewt,direct_arch,AR(2),AR,2,,,"GARCH(2,3)",GARCH,2,0,3,skewt,GARCH,False,True,fit_or_forecast,numerical error,ValueError,"Due to backcasting and/or data availability start cannot be less than the index of the largest value in the right-hand-side variables used to fit the first observation.  In this model, this value is 1.","{""arch_lags"": 2, ""arch_mean"": ""AR"", ""arch_vol"": ""GARCH"", ""arima_p"": null, ""arima_q"": null, ""candidate_id"": ""direct_ar_2_garch_2_3_skewt"", ""candidate_type"": ""direct_arch"", ""distribution"": ""skewt"", ""is_asymmetric"": false, ""is_heavy_tail"": true, ""mean_label"": ""AR(2)"", ""o"": 0, ""p"": 2, ""q"": 3, ""volatility_group"": ""GARCH"", ""volatility_label"": ""GARCH(2,3)""}"
